para_id,program_id,name,section,start_line,end_line,complexity_score,has_perform,has_goto,has_call,has_stop_run,is_entry_point,is_terminal,is_dead_code,pseudocode_preview
RPTSTA00::2300-CALCULATE-METRICS,RPTSTA00,2300-CALCULATE-METRICS,,168,171,0,False,False,False,False,False,False,False,-- Paragraph 2300-CALCULATE-METRICS: Core business logic CALL 2310-calc-db2-metrics CALL 2320-calc-batch-metrics
RPTSTA00::2400-WRITE-REPORT,RPTSTA00,2400-WRITE-REPORT,,172,176,4,False,False,False,False,False,False,False,-- Paragraph 2400-WRITE-REPORT: Write output records CALL 2410-write-db2-section CALL 2420-write-batch-section CALL 2430-write-trend-analysis
RPTSTA00::3000-CLEANUP,RPTSTA00,3000-CLEANUP,,177,179,0,False,False,False,False,False,False,False,-- Paragraph 3000-CLEANUP: Core business logic CLOSE db2-stats
RPTSTA00::9999-ERROR-HANDLER,RPTSTA00,9999-ERROR-HANDLER,,182,185,0,False,False,False,False,False,True,False,-- Paragraph 9999-ERROR-HANDLER: Error handling SET return-code = 12
RPTSTA00::END-PERFORM,RPTSTA00,END-PERFORM,,166,167,0,False,False,False,False,False,False,True,-- Paragraph END-PERFORM: Core business logic -- [paragraph logic]
RPTSTA00::REPORT-FILE,RPTSTA00,REPORT-FILE,,180,181,0,False,False,False,False,False,False,True,-- Paragraph REPORT-FILE: Core business logic -- [paragraph logic]
RTNANA00::END-EXEC,RTNANA00,END-EXEC,,178,188,2,False,False,False,False,False,False,True,-- Paragraph END-EXEC: Core business logic IF SQLCODE = 0 THEN WRITE report-record to output INCREMENT ws-program-count BY ws-dtl-total INCREMENT ws-success-count BY ws-dtl-success INCREMENT ws-warning-count BY ws-dtl-warning INCREMENT ws-error-count BY ws-dtl-error INCREMENT ws-severe-count BY ws-d
RTNANA00::P100-EXIT,RTNANA00,P100-EXIT,,122,124,0,False,False,False,False,False,False,True,-- Paragraph P100-EXIT: Core business logic -- [paragraph logic]
RTNANA00::P100-INIT-PROGRAM,RTNANA00,P100-INIT-PROGRAM,,111,121,1,False,False,False,False,True,True,False,-- Paragraph P100-INIT-PROGRAM: Initialisation and setup IF WS-REPORT-STATUS NOT = '00' THEN SET return-code = 12 RETURN to caller
RTNANA00::P200-EXIT,RTNANA00,P200-EXIT,,149,151,0,False,False,False,False,False,False,True,-- Paragraph P200-EXIT: Core business logic -- [paragraph logic]
RTNANA00::P200-PROCESS-ANALYSIS,RTNANA00,P200-PROCESS-ANALYSIS,,125,136,4,False,False,False,False,False,False,True,-- Paragraph P200-PROCESS-ANALYSIS: Main processing logic -- [paragraph logic]
RTNANA00::P210-EXIT,RTNANA00,P210-EXIT,,166,168,0,False,False,False,False,False,False,True,-- Paragraph P210-EXIT: Core business logic -- [paragraph logic]
RTNANA00::P210-WRITE-HEADERS,RTNANA00,P210-WRITE-HEADERS,,152,165,7,False,False,False,False,False,False,False,-- Paragraph P210-WRITE-HEADERS: Write output records WRITE report-record to output WRITE report-record to output SET ws-rpt-date. = ws-current-date WRITE report-record to output WRITE report-record to output WRITE report-record to output WRITE report-record to output
RTNANA00::P220-EXIT,RTNANA00,P220-EXIT,,189,191,0,False,False,False,False,False,False,True,-- Paragraph P220-EXIT: Core business logic -- [paragraph logic]
RTNANA00::P220-PROCESS-DETAIL,RTNANA00,P220-PROCESS-DETAIL,,169,177,0,False,False,False,False,False,False,False,-- Paragraph P220-PROCESS-DETAIL: Main processing logic -- [paragraph logic]
RTNANA00::P300-EXIT,RTNANA00,P300-EXIT,,204,206,0,False,False,False,False,False,False,True,-- Paragraph P300-EXIT: Core business logic -- [paragraph logic]
RTNANA00::P300-GENERATE-REPORT,RTNANA00,P300-GENERATE-REPORT,,192,203,3,False,False,False,False,False,False,True,-- Paragraph P300-GENERATE-REPORT: Core business logic WRITE report-record to output SET ws-dtl-program. = totals SET ws-dtl-total. = ws-program-count SET ws-dtl-success. = ws-success-count SET ws-dtl-warning. = ws-warning-count SET ws-dtl-error. = ws-error-count SET ws-dtl-severe. = ws-severe-count
RTNANA00::P900-CLOSE-FILES,RTNANA00,P900-CLOSE-FILES,,207,208,0,False,False,False,False,False,False,True,-- Paragraph P900-CLOSE-FILES: Close files and cleanup -- [paragraph logic]
RTNANA00::P900-EXIT,RTNANA00,P900-EXIT,,209,210,0,False,False,False,False,False,False,True,-- Paragraph P900-EXIT: Core business logic -- [paragraph logic]
RTNCDE00::END-EXEC,RTNCDE00,END-EXEC,,133,139,2,False,False,False,False,False,False,True,-- Paragraph END-EXEC: Core business logic IF SQLCODE = 0 THEN SET rc-response-code = 0 SET rc-response-code = 8
RTNCDE00::P100-EXIT,RTNCDE00,P100-EXIT,,60,62,0,False,False,False,False,False,False,True,-- Paragraph P100-EXIT: Core business logic -- [paragraph logic]
RTNCDE00::P100-INIT-RETURN-CODES,RTNCDE00,P100-INIT-RETURN-CODES,,53,59,0,False,False,False,False,True,False,False,-- Paragraph P100-INIT-RETURN-CODES: Initialisation and setup INITIALIZE rc-program-id. (special value) SET rc-current-code. = 0 SET rc-highest-code. = 0 SET rc-response-code. = 0
RTNCDE00::P200-EXIT,RTNCDE00,P200-EXIT,,82,84,0,False,False,False,False,False,False,True,-- Paragraph P200-EXIT: Core business logic -- [paragraph logic]
RTNCDE00::P200-SET-RETURN-CODE,RTNCDE00,P200-SET-RETURN-CODE,,63,81,9,False,False,False,False,False,False,True,-- Paragraph P200-SET-RETURN-CODE: Core business logic IF RC-NEW-CODE > RC-HIGHEST-CODE THEN SET rc-highest-code = rc-new-code SET rc-current-code. = rc-new-code EVALUATE (RC-NEW-CODE) SET rc-response-code. = 0
RTNCDE00::P300-EXIT,RTNCDE00,P300-EXIT,,90,92,0,False,False,False,False,False,False,True,-- Paragraph P300-EXIT: Core business logic -- [paragraph logic]
RTNCDE00::P300-GET-RETURN-CODE,RTNCDE00,P300-GET-RETURN-CODE,,85,89,0,False,False,False,False,False,False,True,-- Paragraph P300-GET-RETURN-CODE: Core business logic SET rc-return-value. = rc-current-code SET rc-highest-return. = rc-highest-code SET rc-return-status. = rc-status SET rc-response-code. = 0
RTNCDE00::P400-EXIT,RTNCDE00,P400-EXIT,,118,120,0,False,False,False,False,False,False,True,-- Paragraph P400-EXIT: Core business logic -- [paragraph logic]
RTNCDE00::P400-LOG-RETURN-CODE,RTNCDE00,P400-LOG-RETURN-CODE,,93,110,0,False,False,False,False,False,False,True,-- Paragraph P400-LOG-RETURN-CODE: Core business logic -- [paragraph logic]
RTNCDE00::P500-ANALYZE-CODES,RTNCDE00,P500-ANALYZE-CODES,,121,132,0,False,False,False,False,False,False,True,-- Paragraph P500-ANALYZE-CODES: Core business logic -- [paragraph logic]
RTNCDE00::P500-EXIT,RTNCDE00,P500-EXIT,,140,141,0,False,False,False,False,False,False,True,-- Paragraph P500-EXIT: Core business logic -- [paragraph logic]
AUDPROC::0000-MAIN,AUDPROC,0000-MAIN,,52,58,0,False,False,False,False,True,True,False,-- Paragraph 0000-MAIN: Core business logic CALL 1000-initialize CALL 2000-process-audit CALL 3000-terminate RETURN to caller
AUDPROC::1000-INITIALIZE,AUDPROC,1000-INITIALIZE,,59,70,1,False,False,False,False,False,True,False,-- Paragraph 1000-INITIALIZE: Initialisation and setup IF WS-FILE-STATUS NOT = '00' THEN SET ls-return-code = 8 CALL 3000-terminate RETURN to caller
AUDPROC::2000-PROCESS-AUDIT,AUDPROC,2000-PROCESS-AUDIT,,71,93,3,False,False,False,False,False,False,False,-- Paragraph 2000-PROCESS-AUDIT: Main processing logic SET aud-timestamp = ws-formatted-time SET aud-header = ls-system-info SET aud-type = ls-type SET aud-action = ls-action SET aud-status = ls-status SET aud-key-info = ls-key-info SET aud-before-image = ls-before-image SET aud-after-image = ls-aft
AUDPROC::3000-TERMINATE,AUDPROC,3000-TERMINATE,,94,96,0,False,False,False,False,False,False,False,-- Paragraph 3000-TERMINATE: Core business logic CLOSE audit-file
DB2CMT::0000-MAIN,DB2CMT,0000-MAIN,,53,74,10,False,False,False,False,True,True,False,-- Paragraph 0000-MAIN: Core business logic EVALUATE (TRUE) CALL 1000-initialize CALL 2000-commit CALL 3000-rollback CALL 4000-savepoint CALL 5000-restore CALL 6000-statistics CALL 9000-error-routine RETURN to caller
DB2CMT::1000-INITIALIZE,DB2CMT,1000-INITIALIZE,,75,79,0,False,False,False,False,False,False,False,-- Paragraph 1000-INITIALIZE: Initialisation and setup SET ls-return-code = 0
DB2CMT::2000-COMMIT,DB2CMT,2000-COMMIT,,80,86,1,False,False,False,False,False,False,False,-- Paragraph 2000-COMMIT: Core business logic IF LS-RECORDS-PROC >= LS-COMMIT-FREQ THEN CALL 2100-issue-commit
DB2CMT::2100-ISSUE-COMMIT,DB2CMT,2100-ISSUE-COMMIT,,87,102,2,False,False,False,False,False,False,False,-- Paragraph 2100-ISSUE-COMMIT: Core business logic IF SQLCODE = 0 THEN INCREMENT ws-commit-count BY 1 SET ls-return-code = 0 SET ls-sqlcode = sqlcode SET ls-return-code = 8 CALL 9100-log-error
DB2CMT::3000-ROLLBACK,DB2CMT,3000-ROLLBACK,,103,118,2,False,False,False,False,False,False,False,-- Paragraph 3000-ROLLBACK: Core business logic IF SQLCODE = 0 THEN INCREMENT ws-rollback-count BY 1 SET ls-return-code = 0 SET ls-sqlcode = sqlcode SET ls-return-code = 8 CALL 9100-log-error
DB2CMT::4000-SAVEPOINT,DB2CMT,4000-SAVEPOINT,,119,136,2,False,False,False,False,False,False,False,-- Paragraph 4000-SAVEPOINT: Core business logic SET ws-savepoint-id = ls-savepoint-name IF SQLCODE = 0 THEN INCREMENT ws-savepoint-count BY 1 SET ls-return-code = 0 SET ls-sqlcode = sqlcode SET ls-return-code = 8 CALL 9100-log-error
DB2CMT::5000-RESTORE,DB2CMT,5000-RESTORE,,137,154,2,False,False,False,False,False,False,False,-- Paragraph 5000-RESTORE: Core business logic SET ws-savepoint-id = ls-savepoint-name IF SQLCODE = 0 THEN INCREMENT ws-rollback-count BY 1 SET ls-return-code = 0 SET ls-sqlcode = sqlcode SET ls-return-code = 8 CALL 9100-log-error
DB2CMT::6000-STATISTICS,DB2CMT,6000-STATISTICS,,155,161,0,False,False,False,False,False,False,False,-- Paragraph 6000-STATISTICS: Core business logic -- [paragraph logic]
DB2CMT::9000-ERROR-ROUTINE,DB2CMT,9000-ERROR-ROUTINE,,162,167,1,False,False,False,False,False,False,False,-- Paragraph 9000-ERROR-ROUTINE: Error handling SET err-program = db2cmt SET ls-return-code = 12 CALL ERRPROC
DB2CMT::9100-LOG-ERROR,DB2CMT,9100-LOG-ERROR,,168,170,1,False,False,False,False,False,False,False,-- Paragraph 9100-LOG-ERROR: Error handling CALL DB2ERR
DB2CONN::0000-MAIN,DB2CONN,0000-MAIN,,47,62,8,False,False,False,False,True,True,False,-- Paragraph 0000-MAIN: Core business logic EVALUATE (TRUE) CALL 1000-connect CALL 2000-disconnect CALL 3000-check-status CALL 9000-error-routine RETURN to caller
DB2CONN::1000-CONNECT,DB2CONN,1000-CONNECT,,63,90,5,False,False,False,False,False,False,False,-- Paragraph 1000-CONNECT: Core business logic SET ws-retry-count = zero SET ws-db-name = ls-db-name SET ws-plan-name = ls-plan-name CALL until IF SQLCODE = 0 THEN SET ls-return-code = 0 INCREMENT ws-retry-count BY 1 CALL 1100-handle-conn-error IF WS-RETRY-COUNT < WS-MAX-RETRIES THEN CALL DELAY
DB2CONN::1100-HANDLE-CONN-ERROR,DB2CONN,1100-HANDLE-CONN-ERROR,,91,108,7,False,False,False,False,False,False,False,-- Paragraph 1100-HANDLE-CONN-ERROR: Error handling SET ls-sqlcode = sqlcode EVALUATE (SQLCODE) SET ls-return-code = 12
DB2CONN::2000-DISCONNECT,DB2CONN,2000-DISCONNECT,,109,130,3,False,False,False,False,False,False,False,-- Paragraph 2000-DISCONNECT: Core business logic IF WS-CONNECTED THEN IF SQLCODE = 0 THEN SET ls-return-code = 0 SET ls-sqlcode = sqlcode SET ls-return-code = 8
DB2CONN::3000-CHECK-STATUS,DB2CONN,3000-CHECK-STATUS,,131,149,2,False,False,False,False,False,False,False,-- Paragraph 3000-CHECK-STATUS: Core business logic IF SQLCODE = 0 THEN SET ls-return-code = 0 SET ls-sqlcode = sqlcode SET ls-return-code = 4
DB2CONN::9000-ERROR-ROUTINE,DB2CONN,9000-ERROR-ROUTINE,,150,154,1,False,False,False,False,False,False,False,-- Paragraph 9000-ERROR-ROUTINE: Error handling SET err-program = db2conn SET ls-return-code = 12 CALL ERRPROC
DB2ERR::0000-MAIN,DB2ERR,0000-MAIN,,56,71,8,False,False,False,False,True,True,False,-- Paragraph 0000-MAIN: Core business logic EVALUATE (TRUE) CALL 1000-log-error CALL 2000-diagnose-error CALL 3000-retrieve-error CALL 9000-error-routine RETURN to caller
DB2ERR::1000-LOG-ERROR,DB2ERR,1000-LOG-ERROR,,72,99,0,False,False,False,False,False,False,False,-- Paragraph 1000-LOG-ERROR: Error handling SET el-error-timestamp = ws-current-timestamp SET el-program-id = ls-program-id SET el-error-type = d CALL 1100-set-severity SET ws-formatted-sqlcode = ls-sqlcode SET el-error-message = ls-error-text INITIALIZE el-user-id (special value) SET el-additional-
DB2ERR::1100-SET-SEVERITY,DB2ERR,1100-SET-SEVERITY,,100,125,10,False,False,False,False,False,False,False,-- Paragraph 1100-SET-SEVERITY: Core business logic EVALUATE (LS-SQLCODE) SET el-error-severity = 2 SET el-error-severity = 4 SET el-error-severity = 1 SET el-error-severity = 1 IF LS-SQLCODE < 0 THEN SET el-error-severity = 3 SET el-error-severity = 1
DB2ERR::1200-INSERT-ERROR,DB2ERR,1200-INSERT-ERROR,,126,139,2,False,False,False,False,False,False,False,-- Paragraph 1200-INSERT-ERROR: Error handling IF SQLCODE = 0 THEN SET ls-return-code = 0 CALL 9000-error-routine
DB2ERR::2000-DIAGNOSE-ERROR,DB2ERR,2000-DIAGNOSE-ERROR,,140,170,10,False,False,False,False,False,False,False,-- Paragraph 2000-DIAGNOSE-ERROR: Error handling EVALUATE (LS-SQLCODE) SET ls-return-code = 4 SET ls-return-code = 4 SET ls-return-code = 12 SET ls-return-code = 8 IF LS-SQLCODE < 0 THEN SET ls-return-code = 12 SET ls-return-code = 4
DB2ERR::3000-RETRIEVE-ERROR,DB2ERR,3000-RETRIEVE-ERROR,,171,195,2,False,False,False,False,False,False,False,-- Paragraph 3000-RETRIEVE-ERROR: Error handling IF SQLCODE = 0 THEN SET ls-error-text = el-error-message SET ls-return-code = el-error-severity SET ls-return-code = 4
DB2ERR::9000-ERROR-ROUTINE,DB2ERR,9000-ERROR-ROUTINE,,196,200,1,False,False,False,False,False,False,False,-- Paragraph 9000-ERROR-ROUTINE: Error handling SET err-program = db2err SET ls-return-code = 12 CALL ERRPROC
DB2STAT::0000-MAIN,DB2STAT,0000-MAIN,,58,75,9,False,False,False,False,True,True,False,-- Paragraph 0000-MAIN: Core business logic EVALUATE (TRUE) CALL 1000-initialize CALL 2000-update-stats CALL 3000-terminate CALL 4000-display-stats CALL 9000-error-routine RETURN to caller
DB2STAT::1000-INITIALIZE,DB2STAT,1000-INITIALIZE,,76,87,0,False,False,False,False,False,False,False,-- Paragraph 1000-INITIALIZE: Initialisation and setup SET ws-program-id = ls-program-id SET ws-start-time = ws-current-timestamp SET ws-start-timestamp = ws-current-timestamp CALL 1100-create-stats-table CALL 1200-insert-initial
DB2STAT::1100-CREATE-STATS-TABLE,DB2STAT,1100-CREATE-STATS-TABLE,,88,110,1,False,False,False,False,False,False,False,-- Paragraph 1100-CREATE-STATS-TABLE: Core business logic READ next record from integer IF SQLCODE NOT = 0 AND SQLCODE NOT = -601 THEN CALL 9000-error-routine
DB2STAT::1200-INSERT-INITIAL,DB2STAT,1200-INSERT-INITIAL,,111,129,2,False,False,False,False,False,False,False,-- Paragraph 1200-INSERT-INITIAL: Initialisation and setup IF SQLCODE = 0 THEN SET ls-return-code = 0 CALL 9000-error-routine
DB2STAT::2000-UPDATE-STATS,DB2STAT,2000-UPDATE-STATS,,130,156,5,False,False,False,False,False,False,False,-- Paragraph 2000-UPDATE-STATS: Core business logic SET ws-rows-read = ls-rows-read SET ws-rows-inserted = ls-rows-insrt SET ws-rows-updated = ls-rows-updt SET ws-rows-deleted = ls-rows-delt SET ws-commits = ls-commits SET ws-rollbacks = ls-rollbacks READ next record from = IF SQLCODE = 0 THEN SET l
DB2STAT::3000-TERMINATE,DB2STAT,3000-TERMINATE,,157,179,2,False,False,False,False,False,False,False,-- Paragraph 3000-TERMINATE: Core business logic SET ws-end-time = ws-current-timestamp CALL 3100-calc-times IF SQLCODE = 0 THEN SET ls-return-code = 0 CALL 4000-display-stats CALL 9000-error-routine
DB2STAT::3100-CALC-TIMES,DB2STAT,3100-CALC-TIMES,,180,188,0,False,False,False,False,False,False,False,-- Paragraph 3100-CALC-TIMES: Core business logic COMPUTE WS-ELAPSED-TIME = FUNCTION SET ws-cpu-time = ws-elapsed-time
DB2STAT::4000-DISPLAY-STATS,DB2STAT,4000-DISPLAY-STATS,,189,223,4,False,False,False,False,False,False,False,-- Paragraph 4000-DISPLAY-STATS: Core business logic IF SQLCODE = 0 THEN SET ws-formatted-time = ws-cpu-time SET ws-formatted-time = ws-elapsed-time SET ls-return-code = 0 CALL 9000-error-routine
DB2STAT::9000-ERROR-ROUTINE,DB2STAT,9000-ERROR-ROUTINE,,224,228,1,False,False,False,False,False,False,False,-- Paragraph 9000-ERROR-ROUTINE: Error handling SET err-program = db2stat SET ls-return-code = 12 CALL ERRPROC
ERRPROC::0000-MAIN,ERRPROC,0000-MAIN,,48,54,0,False,False,False,False,True,True,False,-- Paragraph 0000-MAIN: Core business logic CALL 1000-initialize CALL 2000-process-error CALL 3000-terminate RETURN to caller
ERRPROC::1000-INITIALIZE,ERRPROC,1000-INITIALIZE,,55,64,1,False,False,False,False,False,False,False,-- Paragraph 1000-INITIALIZE: Initialisation and setup IF WS-LOG-STATUS NOT = '00' THEN
ERRPROC::2000-PROCESS-ERROR,ERRPROC,2000-PROCESS-ERROR,,65,82,2,False,False,False,False,False,False,False,-- Paragraph 2000-PROCESS-ERROR: Main processing logic SET err-timestamp = ws-formatted-time SET err-program = ls-program-id SET err-category = ls-category SET err-code = ls-error-code SET err-severity = ls-severity SET err-text = ls-error-text SET err-details = ls-error-details CALL 2100-write-log 
ERRPROC::2100-WRITE-LOG,ERRPROC,2100-WRITE-LOG,,83,92,3,False,False,False,False,False,False,False,-- Paragraph 2100-WRITE-LOG: Write output records SET log-data = err-message WRITE error-log-record to output IF WS-LOG-STATUS NOT = '00' THEN
ERRPROC::2200-DISPLAY-ERROR,ERRPROC,2200-DISPLAY-ERROR,,93,104,0,False,False,False,False,False,False,False,-- Paragraph 2200-DISPLAY-ERROR: Error handling -- [paragraph logic]
ERRPROC::3000-TERMINATE,ERRPROC,3000-TERMINATE,,105,107,0,False,False,False,False,False,False,False,-- Paragraph 3000-TERMINATE: Core business logic CLOSE error-log
CURSMGR::END-EXEC,CURSMGR,END-EXEC,,72,76,1,False,False,False,False,False,False,True,-- Paragraph END-EXEC: Core business logic IF SQLCODE NOT = 0 THEN SET curs-response-code = sqlcode
CURSMGR::P100-DECLARE-CURSOR,CURSMGR,P100-DECLARE-CURSOR,,61,71,2,False,False,False,False,True,False,False,-- Paragraph P100-DECLARE-CURSOR: Core business logic SET curs-response-code. = 0 IF USE-ARRAY-FETCH THEN SET ws-array-size = ws-max-rows SET ws-array-size = 1
CURSMGR::P100-EXIT,CURSMGR,P100-EXIT,,77,79,0,False,False,False,False,False,False,True,-- Paragraph P100-EXIT: Core business logic -- [paragraph logic]
CURSMGR::P200-OPEN-CURSOR,CURSMGR,P200-OPEN-CURSOR,,80,91,2,False,False,False,False,False,False,True,-- Paragraph P200-OPEN-CURSOR: Open files and resources SET ws-fetch-count. = 0 SET ws-rows-fetched. = 0 IF SQLCODE = 0 THEN SET curs-response-code = 0 SET curs-response-code = sqlcode
DB2ONLN::END-EXEC,DB2ONLN,END-EXEC,,108,118,2,False,False,False,False,False,False,True,-- Paragraph END-EXEC: Core business logic IF SQLCODE = 0 THEN SET db2-response-code = 0 SET db2-sqlcode = sqlcode SET db2-response-code = -1
DB2ONLN::P100-EXIT,DB2ONLN,P100-EXIT,,63,65,0,False,False,False,False,False,False,True,-- Paragraph P100-EXIT: Core business logic -- [paragraph logic]
DB2ONLN::P100-PROCESS-CONNECT,DB2ONLN,P100-PROCESS-CONNECT,,54,62,2,False,False,False,False,True,False,False,-- Paragraph P100-PROCESS-CONNECT: Main processing logic IF WS-ACTIVE-CONNECTIONS < WS-MAX-CONNECTIONS THEN CALL p110-establish-connection SET db2-response-code = -1
DB2ONLN::P110-ESTABLISH-CONNECTION,DB2ONLN,P110-ESTABLISH-CONNECTION,,66,79,2,False,False,False,False,False,False,False,-- Paragraph P110-ESTABLISH-CONNECTION: Core business logic IF SQLCODE = 0 THEN INCREMENT ws-active-connections BY 1 SET db2-sqlcode = sqlcode SET db2-response-code = 0 CALL p120-generate-token SET db2-sqlcode = sqlcode SET db2-error-msg = sqlerrmc SET db2-response-code = -1
DB2ONLN::P110-EXIT,DB2ONLN,P110-EXIT,,80,82,0,False,False,False,False,False,False,True,-- Paragraph P110-EXIT: Core business logic -- [paragraph logic]
DB2ONLN::P120-EXIT,DB2ONLN,P120-EXIT,,88,90,0,False,False,False,False,False,False,True,-- Paragraph P120-EXIT: Core business logic -- [paragraph logic]
DB2ONLN::P120-GENERATE-TOKEN,DB2ONLN,P120-GENERATE-TOKEN,,83,87,0,False,False,False,False,False,False,False,-- Paragraph P120-GENERATE-TOKEN: Core business logic -- [paragraph logic]
DB2ONLN::P200-EXIT,DB2ONLN,P200-EXIT,,102,104,0,False,False,False,False,False,False,True,-- Paragraph P200-EXIT: Core business logic -- [paragraph logic]
DB2ONLN::P200-PROCESS-DISCONNECT,DB2ONLN,P200-PROCESS-DISCONNECT,,91,101,2,False,False,False,False,False,False,True,-- Paragraph P200-PROCESS-DISCONNECT: Main processing logic IF SQLCODE = 0 THEN DECREMENT ws-active-connections BY 1 SET db2-response-code = 0 SET db2-sqlcode = sqlcode SET db2-error-msg = sqlerrmc SET db2-response-code = -1
DB2ONLN::P300-CHECK-STATUS,DB2ONLN,P300-CHECK-STATUS,,105,107,0,False,False,False,False,False,False,True,-- Paragraph P300-CHECK-STATUS: Core business logic -- [paragraph logic]
DB2ONLN::P300-EXIT,DB2ONLN,P300-EXIT,,119,120,0,False,False,False,False,False,False,True,-- Paragraph P300-EXIT: Core business logic -- [paragraph logic]
DB2RECV::END-EXEC,DB2RECV,END-EXEC,,135,143,2,False,False,False,False,False,False,True,-- Paragraph END-EXEC: Core business logic IF ERR-CONTINUE THEN SET recv-message. = err-message
DB2RECV::END-PERFORM,DB2RECV,END-PERFORM,,76,81,1,False,False,False,False,False,False,True,-- Paragraph END-PERFORM: Core business logic IF WS-RETRY-COUNT >= WS-MAX-RETRIES THEN SET recv-response-code = -1
DB2RECV::P100-EXIT,DB2RECV,P100-EXIT,,82,84,0,False,False,False,False,False,False,True,-- Paragraph P100-EXIT: Core business logic -- [paragraph logic]
DB2RECV::P100-RECOVER-CONNECTION,DB2RECV,P100-RECOVER-CONNECTION,,62,75,3,False,False,False,False,True,False,False,-- Paragraph P100-RECOVER-CONNECTION: Core business logic SET ws-retry-count. = 0 CALL until CALL p110-attempt-reconnect IF RECV-SUCCESS THEN CALL p120-wait-interval INCREMENT ws-retry-count BY 1
DB2RECV::P110-ATTEMPT-RECONNECT,DB2RECV,P110-ATTEMPT-RECONNECT,,85,90,0,False,False,False,False,False,False,False,-- Paragraph P110-ATTEMPT-RECONNECT: Core business logic SET db2-request-type = c
DB2RECV::P110-EXIT,DB2RECV,P110-EXIT,,101,103,0,False,False,False,False,False,False,True,-- Paragraph P110-EXIT: Core business logic -- [paragraph logic]
DB2RECV::P120-EXIT,DB2RECV,P120-EXIT,,108,110,0,False,False,False,False,False,False,True,-- Paragraph P120-EXIT: Core business logic -- [paragraph logic]
DB2RECV::P120-WAIT-INTERVAL,DB2RECV,P120-WAIT-INTERVAL,,104,106,0,False,False,False,False,False,False,False,-- Paragraph P120-WAIT-INTERVAL: Core business logic -- [paragraph logic]
DB2RECV::P200-EXIT,DB2RECV,P200-EXIT,,122,124,0,False,False,False,False,False,False,True,-- Paragraph P200-EXIT: Core business logic -- [paragraph logic]
DB2RECV::P200-RECOVER-TRANSACTION,DB2RECV,P200-RECOVER-TRANSACTION,,111,121,2,False,False,False,False,False,False,True,-- Paragraph P200-RECOVER-TRANSACTION: Core business logic IF SQLCODE = 0 THEN SET recv-response-code = 0 SET recv-sqlcode = sqlcode SET recv-response-code = -1
DB2RECV::P300-EXIT,DB2RECV,P300-EXIT,,144,145,0,False,False,False,False,False,False,True,-- Paragraph P300-EXIT: Core business logic -- [paragraph logic]
DB2RECV::P300-RECOVER-CURSOR,DB2RECV,P300-RECOVER-CURSOR,,125,134,0,False,False,False,False,False,False,True,-- Paragraph P300-RECOVER-CURSOR: Core business logic INITIALIZE ws-error-area. (special value) SET err-program. = recv-program SET err-paragraph. = recv-cursor SET err-sqlcode. = recv-sqlcode
ERRHNDL::END-EXEC,ERRHNDL,END-EXEC,,83,88,1,False,False,False,False,False,False,True,-- Paragraph END-EXEC: Core business logic IF SQLCODE NOT = 0 THEN
ERRHNDL::P100-EXIT,ERRHNDL,P100-EXIT,,60,62,0,False,False,False,False,False,False,True,-- Paragraph P100-EXIT: Core business logic -- [paragraph logic]
ERRHNDL::P100-INIT-ERROR-HANDLER,ERRHNDL,P100-INIT-ERROR-HANDLER,,52,59,1,False,False,False,False,True,False,False,-- Paragraph P100-INIT-ERROR-HANDLER: Initialisation and setup SET ws-error-area. = dfhcommarea IF ERR-TRACE-ID = SPACES THEN
ERRHNDL::P200-EXIT,ERRHNDL,P200-EXIT,,89,91,0,False,False,False,False,False,False,True,-- Paragraph P200-EXIT: Core business logic -- [paragraph logic]
ERRHNDL::P200-LOG-ERROR,ERRHNDL,P200-LOG-ERROR,,63,82,0,False,False,False,False,False,False,True,-- Paragraph P200-LOG-ERROR: Error handling SET log-timestamp. = err-timestamp SET log-program. = err-program SET log-paragraph. = err-paragraph SET log-sqlcode. = err-sqlcode SET log-cics-resp. = err-cics-resp SET log-severity. = err-severity SET log-message. = err-message SET log-trace-id. = err-t
ERRHNDL::P300-EXIT,ERRHNDL,P300-EXIT,,101,103,0,False,False,False,False,False,False,True,-- Paragraph P300-EXIT: Core business logic -- [paragraph logic]
ERRHNDL::P300-FORMAT-MESSAGE,ERRHNDL,P300-FORMAT-MESSAGE,,92,100,0,False,False,False,False,False,False,True,-- Paragraph P300-FORMAT-MESSAGE: Core business logic -- [paragraph logic]
ERRHNDL::P400-DETERMINE-ACTION,ERRHNDL,P400-DETERMINE-ACTION,,104,116,8,False,False,False,False,False,False,True,-- Paragraph P400-DETERMINE-ACTION: Core business logic EVALUATE (TRUE) SET dfhcommarea. = ws-error-area
ERRHNDL::P400-EXIT,ERRHNDL,P400-EXIT,,117,118,0,False,False,False,False,False,False,True,-- Paragraph P400-EXIT: Core business logic -- [paragraph logic]
INQHIST::END-EXEC,INQHIST,END-EXEC,,184,184,0,False,False,False,False,False,False,True,-- Paragraph END-EXEC: Core business logic -- [paragraph logic]
INQHIST::P100-EXIT,INQHIST,P100-EXIT,,92,94,0,False,False,False,False,False,False,True,-- Paragraph P100-EXIT: Core business logic -- [paragraph logic]
INQHIST::P100-INIT-PROGRAM,INQHIST,P100-INIT-PROGRAM,,81,87,0,False,False,False,False,True,False,False,-- Paragraph P100-INIT-PROGRAM: Initialisation and setup SET ws-commarea. = dfhcommarea INITIALIZE ws-row-count.
